Year,Month,Day,RR,TMAX,TMIN,UMAX,UMIN
2021,1,1,0.0,37.0,19.5,56.0,23.0
2021,1,2,0.0,36.0,22.5,36.0,28.0
2021,1,3,0.0,36.0,21.2,50.0,30.0
2021,1,4,0.0,36.4,23.0,41.0,26.0
2021,1,5,0.0,36.6,22.2,30.0,20.0
2021,1,6,0.0,36.6,20.7,38.0,21.0
2021,1,7,0.0,38.7,22.2,30.0,20.0
2021,1,8,0.0,39.6,20.5,44.0,18.0
2021,1,9,0.0,39.7,19.5,50.0,19.0
2021,1,10,0.0,39.5,19.5,50.0,18.0
2021,1,11,0.0,36.2,21.1,39.0,22.0
2021,1,12,0.0,36.6,20.7,33.0,24.0
2021,1,13,0.0,36.2,21.7,32.0,18.0
2021,1,14,0.0,36.7,21.2,33.0,15.0
2021,1,15,0.0,36.1,20.5,29.0,16.0
2021,1,16,0.0,34.5,19.2,25.0,18.0
2021,1,17,0.0,35.0,18.0,35.0,16.0
2021,1,18,0.0,35.4,19.4,23.0,17.0
2021,1,19,0.0,36.7,20.0,26.0,19.0
2021,1,20,0.0,38.1,20.3,35.0,18.0
2021,1,21,0.0,36.5,20.3,41.0,20.0
2021,1,22,0.0,35.0,21.0,38.0,21.0
2021,1,23,0.0,34.5,21.0,31.0,19.0
2021,1,24,0.0,36.2,18.0,36.0,18.0
2021,1,25,0.0,36.8,18.0,35.0,14.0
2021,1,26,0.0,37.7,18.3,43.0,19.0
2021,1,27,0.0,37.7,20.6,25.0,13.0
2021,1,28,0.0,38.0,22.2,25.0,17.0
2021,1,29,0.0,38.1,19.3,36.0,18.0
2021,1,30,0.0,38.0,22.0,36.0,24.0
2021,1,31,0.0,35.7,21.0,31.0,22.0
2021,2,1,0.0,36.8,18.8,38.0,23.0
2021,2,2,0.0,37.7,18.7,41.0,21.0
2021,2,3,0.0,37.9,17.6,48.0,26.0
2021,2,4,0.0,39.7,18.2,53.0,22.0
2021,2,5,0.0,39.0,19.3,46.0,21.0
2021,2,6,0.0,38.0,22.5,29.0,17.0
2021,2,7,0.0,29.1,23.5,35.0,29.0
2021,2,8,0.0,36.0,20.9,37.0,23.0
2021,2,9,0.0,37.3,21.9,38.0,20.0
2021,2,10,0.0,38.7,22.2,35.0,17.0
2021,2,11,0.0,40.3,24.2,26.0,15.0
2021,2,12,0.0,41.8,22.0,34.0,14.0
2021,2,13,0.0,42.0,20.6,40.0,14.0
2021,2,14,0.0,41.3,21.1,43.0,20.0
2021,2,15,0.0,40.7,23.5,38.0,21.0
2021,2,16,0.0,40.7,24.5,54.0,25.0
2021,2,17,0.0,36.7,25.6,63.0,38.0
2021,2,18,0.0,34.7,25.5,34.0,24.0
2021,2,19,0.0,38.0,24.5,48.0,26.0
2021,2,20,0.0,37.3,25.5,24.0,19.0
2021,2,21,0.0,39.0,22.2,42.0,17.0
2021,2,22,0.0,37.8,21.2,39.0,13.0
2021,2,23,0.0,38.2,24.2,27.0,17.0
2021,2,24,0.0,38.5,22.3,29.0,17.0
2021,2,25,0.0,36.9,22.5,24.0,15.0
2021,2,26,0.0,34.9,20.7,27.0,17.0
2021,2,27,0.0,36.0,20.7,26.0,21.0
2021,2,28,0.0,37.3,24.5,28.0,21.0
2021,3,1,0.0,39.3,24.3,28.0,19.0
2021,3,2,0.0,40.2,27.3,31.0,19.0
2021,3,3,0.0,40.5,26.7,29.0,20.0
2021,3,4,0.0,41.5,24.5,48.0,21.0
2021,3,5,0.0,39.6,24.5,31.0,21.0
2021,3,6,0.0,40.0,25.5,42.0,26.0
2021,3,7,0.0,42.0,27.5,65.0,27.0
2021,3,8,0.0,37.7,27.9,33.0,23.0
2021,3,9,0.0,40.5,25.6,32.0,14.0
2021,3,10,0.0,38.7,25.0,31.0,19.0
2021,3,11,0.0,37.1,24.1,26.0,18.0
2021,3,12,0.0,35.0,23.0,25.0,20.0
2021,3,13,0.0,35.5,21.9,31.0,20.0
2021,3,14,0.0,37.3,23.0,31.0,21.0
2021,3,15,0.0,38.4,26.3,28.0,19.0
2021,3,16,0.0,39.2,24.9,33.0,16.0
2021,3,17,0.0,39.7,24.7,37.0,18.0
2021,3,18,0.0,39.6,24.5,29.0,19.0
2021,3,19,0.0,39.5,23.5,44.0,26.0
2021,3,20,0.0,39.5,27.6,55.0,29.0
2021,3,21,0.0,40.0,27.4,64.0,36.0
2021,3,22,0.0,37.8,26.7,61.0,35.0
2021,3,23,0.0,41.5,27.7,62.0,23.0
2021,3,24,0.0,41.6,26.5,30.0,18.0
2021,3,25,0.0,41.7,26.0,23.0,17.0
2021,3,26,0.0,41.5,25.5,26.0,22.0
2021,3,27,0.0,43.1,24.5,28.0,16.0
2021,3,28,0.0,40.5,25.5,48.0,35.0
2021,3,29,0.0,41.3,26.0,72.0,25.0
2021,3,30,0.0,40.6,24.4,49.0,27.0
2021,3,31,0.0,41.3,24.0,46.0,20.0
2021,4,1,0.0,41.5,25.1,44.0,23.0
2021,4,2,0.0,42.6,23.5,43.0,16.0
2021,4,3,0.0,42.3,24.8,33.0,18.0
2021,4,4,0.0,42.1,22.0,40.0,18.0
2021,4,5,0.0,43.5,23.5,47.0,19.0
2021,4,6,0.0,42.7,25.3,32.0,17.0
2021,4,7,0.0,42.7,24.9,39.0,15.0
2021,4,8,0.0,44.2,24.0,36.0,12.0
2021,4,9,0.0,44.7,27.0,28.0,13.0
2021,4,10,0.0,44.0,24.5,40.0,16.0
2021,4,11,0.0,44.0,24.5,45.0,18.0
2021,4,12,0.0,44.1,26.9,51.0,21.0
2021,4,13,0.0,43.6,27.0,51.0,24.0
2021,4,14,0.0,39.5,29.0,58.0,34.0
2021,4,15,0.0,41.5,27.5,64.0,30.0
2021,4,16,0.0,43.2,28.5,54.0,24.0
2021,4,17,0.0,34.0,28.4,61.0,25.0
2021,4,18,0.0,42.0,24.5,74.0,23.0
2021,4,19,0.0,42.8,26.8,35.0,15.0
2021,4,20,0.0,43.6,25.7,42.0,20.0
2021,4,21,0.0,42.0,28.2,59.0,27.0
2021,4,22,0.1,41.0,29.1,70.0,39.0
2021,4,23,0.0,42.3,27.5,64.0,27.0
2021,4,24,2.3,43.0,28.5,53.0,25.0
2021,4,25,0.0,40.2,26.8,64.0,31.0
2021,4,26,0.0,43.4,27.3,61.0,22.0
2021,4,27,0.0,42.8,27.5,61.0,32.0
2021,4,28,0.0,43.3,28.0,57.0,22.0
2021,4,29,0.0,41.5,28.9,63.0,33.0
2021,4,30,1.3,42.7,27.0,68.0,26.0
2021,5,1,0.7,35.0,24.0,88.0,51.0
2021,5,2,0.0,37.0,28.0,67.0,39.0
2021,5,3,0.0,36.3,29.6,67.0,44.0
2021,5,4,0.0,38.2,27.6,68.0,39.0
2021,5,5,0.0,40.4,29.2,69.0,24.0
2021,5,6,0.0,38.5,29.5,56.0,37.0
2021,5,7,2.7,41.1,28.0,64.0,34.0
2021,5,8,0.0,42.5,25.9,73.0,33.0
2021,5,9,0.0,41.0,29.2,61.0,41.0
2021,5,10,75.6,41.5,28.5,66.0,30.0
2021,5,11,0.0,39.7,27.0,65.0,44.0
2021,5,12,0.2,32.3,22.0,84.0,57.0
2021,5,13,0.0,41.8,24.6,90.0,23.0
2021,5,14,0.0,40.2,25.1,56.0,31.0
2021,5,15,0.0,41.0,28.2,65.0,39.0
2021,5,16,0.0,39.7,25.5,71.0,37.0
2021,5,17,0.0,41.2,28.0,71.0,46.0
2021,5,18,3.4,40.3,26.4,81.0,39.0
2021,5,19,1.2,37.0,23.0,79.0,45.0
2021,5,20,10.5,39.7,25.1,85.0,50.0
2021,5,21,0.0,37.3,24.5,84.0,53.0
2021,5,22,0.0,40.0,26.0,80.0,45.0
2021,5,23,0.0,39.1,28.0,72.0,52.0
2021,5,24,0.0,40.7,26.7,73.0,25.0
2021,5,25,0.0,36.0,28.8,66.0,50.0
2021,5,26,0.0,39.9,28.2,78.0,38.0
2021,5,27,0.0,37.7,28.1,66.0,40.0
2021,5,28,0.0,37.0,27.5,58.0,38.0
2021,5,29,5.3,37.5,27.7,72.0,45.0
2021,5,30,23.3,39.5,26.0,81.0,39.0
2021,5,31,0.0,37.2,23.1,84.0,40.0
2021,6,1,0.0,38.2,27.7,78.0,43.0
2021,6,2,0.0,39.4,25.8,80.0,38.0
2021,6,3,0.0,41.0,26.0,78.0,35.0
2021,6,4,0.0,39.5,24.5,89.0,36.0
2021,6,5,0.0,40.5,26.6,78.0,37.0
2021,6,6,1.2,31.0,24.5,74.0,55.0
2021,6,7,0.0,37.7,23.9,84.0,41.0
2021,6,8,0.4,39.7,26.0,81.0,33.0
2021,6,9,0.4,32.1,24.0,84.0,54.0
2021,6,10,0.0,37.0,24.9,85.0,48.0
2021,6,11,0.6,35.5,25.5,78.0,57.0
2021,6,12,0.0,39.0,25.5,88.0,38.0
2021,6,13,0.0,39.0,26.8,77.0,51.0
2021,6,14,17.6,37.8,26.8,85.0,47.0
2021,6,15,0.9,31.3,23.2,83.0,61.0
2021,6,16,0.0,33.8,24.7,84.0,58.0
2021,6,17,0.0,37.8,25.1,88.0,42.0
2021,6,18,0.0,37.1,26.5,67.0,41.0
2021,6,19,2.2,37.3,27.1,71.0,46.0
2021,6,20,4.5,35.1,24.5,91.0,54.0
2021,6,21,0.0,33.3,23.4,87.0,56.0
2021,6,22,4.4,30.2,23.7,86.0,49.0
2021,6,23,0.0,35.4,23.3,87.0,54.0
2021,6,24,0.0,34.0,24.1,79.0,56.0
2021,6,25,19.6,36.1,23.1,90.0,46.0
2021,6,26,0.0,35.5,23.9,84.0,49.0
2021,6,27,0.0,35.2,25.0,76.0,54.0
2021,6,28,24.5,37.2,25.5,84.0,48.0
2021,6,29,28.2,33.7,21.6,82.0,39.0
2021,6,30,0.0,33.4,23.0,95.0,58.0
2021,7,1,0.0,35.6,23.9,90.0,49.0
2021,7,2,31.7,28.7,22.1,94.0,73.0
2021,7,3,0.0,34.2,23.4,94.0,40.0
2021,7,4,16.6,34.5,25.5,85.0,58.0
2021,7,5,4.5,28.7,21.7,93.0,73.0
2021,7,6,0.0,34.3,23.4,95.0,57.0
2021,7,7,0.0,35.2,25.4,87.0,59.0
2021,7,8,0.0,36.5,25.1,86.0,50.0
2021,7,9,40.5,35.4,27.5,82.0,55.0
2021,7,10,14.3,31.0,22.5,89.0,70.0
2021,7,11,0.0,31.0,23.9,94.0,70.0
2021,7,12,3.7,32.5,23.3,92.0,63.0
2021,7,13,2.4,34.2,24.2,92.0,58.0
2021,7,14,0.0,32.0,22.8,91.0,66.0
2021,7,15,0.0,34.0,24.7,89.0,57.0
2021,7,16,18.8,28.0,21.6,94.0,77.0
2021,7,17,0.1,30.6,22.5,88.0,67.0
2021,7,18,0.0,31.6,24.4,90.0,70.0
2021,7,19,26.1,34.8,24.6,92.0,56.0
2021,7,20,0.0,33.1,22.4,94.0,63.0
2021,7,21,0.0,33.5,25.4,92.0,58.0
2021,7,22,64.6,33.0,24.7,84.0,58.0
2021,7,23,25.9,27.6,22.0,97.0,83.0
2021,7,24,0.0,32.1,23.5,95.0,64.0
2021,7,25,26.1,32.0,24.1,95.0,70.0
2021,7,26,0.0,33.8,23.4,95.0,63.0
2021,7,27,15.3,31.2,25.3,94.0,67.0
2021,7,28,3.1,32.5,23.7,94.0,65.0
2021,7,29,13.0,26.7,23.5,94.0,82.0
2021,7,30,2.5,27.3,23.0,95.0,78.0
2021,7,31,23.2,32.0,21.9,95.0,67.0
2021,8,1,0.7,31.5,22.5,96.0,63.0
2021,8,2,0.0,31.6,23.2,91.0,67.0
2021,8,3,70.6,31.5,22.2,92.0,69.0
2021,8,4,22.1,31.2,21.7,91.0,72.0
2021,8,5,0.0,27.5,21.4,96.0,74.0
2021,8,6,1.9,29.9,22.9,96.0,72.0
2021,8,7,10.3,30.6,23.0,93.0,69.0
2021,8,8,3.4,29.8,22.7,94.0,75.0
2021,8,9,0.0,32.6,22.7,91.0,66.0
2021,8,10,0.0,30.2,25.3,90.0,72.0
2021,8,11,27.9,30.8,24.6,96.0,74.0
2021,8,12,0.0,31.6,22.9,96.0,74.0
2021,8,13,0.5,30.5,22.8,94.0,71.0
2021,8,14,66.7,31.0,21.9,96.0,72.0
2021,8,15,59.7,30.2,20.5,97.0,74.0
2021,8,16,1.0,30.5,22.4,94.0,77.0
2021,8,17,20.5,32.2,22.5,96.0,68.0
2021,8,18,0.0,31.6,21.8,98.0,59.0
2021,8,19,0.0,31.1,22.6,88.0,65.0
2021,8,20,1.4,33.2,24.5,78.0,58.0
2021,8,21,12.9,33.2,22.5,86.0,62.0
2021,8,22,8.9,32.0,21.8,95.0,45.0
2021,8,23,0.0,32.0,23.6,96.0,69.0
2021,8,24,33.2,33.7,23.7,95.0,65.0
2021,8,25,9.8,30.7,21.3,91.0,69.0
2021,8,26,12.9,28.6,23.3,93.0,76.0
2021,8,27,0.0,31.2,23.0,98.0,70.0
2021,8,28,8.5,33.0,23.4,93.0,63.0
2021,8,29,14.6,29.7,21.5,94.0,77.0
2021,8,30,17.8,31.3,22.7,96.0,71.0
2021,8,31,9.9,29.4,21.6,96.0,77.0
2021,9,1,4.3,32.3,22.8,96.0,78.0
2021,9,2,0.0,32.8,21.0,95.0,81.0
2021,9,3,16.4,28.0,21.4,97.0,83.0
2021,9,4,0.0,32.0,23.3,96.0,70.0
2021,9,5,16.7,33.3,23.0,91.0,62.0
2021,9,6,0.3,30.2,21.8,96.0,75.0
2021,9,7,0.0,33.3,23.1,91.0,63.0
2021,9,8,0.0,34.4,23.0,94.0,65.0
2021,9,9,24.1,30.2,22.0,96.0,81.0
2021,9,10,0.3,31.0,21.9,96.0,78.0
2021,9,11,0.0,31.0,23.5,97.0,81.0
2021,9,12,3.1,32.7,23.5,96.0,81.0
2021,9,13,0.0,33.1,21.8,95.0,74.0
2021,9,14,0.0,33.7,23.5,95.0,76.0
2021,9,15,7.5,33.0,25.8,93.0,67.0
2021,9,16,9.1,27.4,22.5,96.0,84.0
2021,9,17,0.2,33.0,22.5,96.0,65.0
2021,9,18,0.0,34.0,23.5,94.0,60.0
2021,9,19,0.0,33.6,22.5,91.0,59.0
2021,9,20,0.0,34.6,23.4,93.0,57.0
2021,9,21,3.3,34.7,24.5,88.0,53.0
2021,9,22,17.0,34.0,24.0,88.0,59.0
2021,9,23,0.0,34.0,23.2,91.0,55.0
2021,9,24,13.6,34.0,24.5,87.0,62.0
2021,9,25,0.0,33.0,21.5,95.0,67.0
2021,9,26,0.0,29.5,23.4,92.0,57.0
2021,9,27,0.0,35.3,24.2,92.0,61.0
2021,9,28,0.0,34.8,22.9,86.0,62.0
2021,9,29,0.0,33.8,23.9,93.0,59.0
2021,9,30,0.0,33.5,21.8,91.0,66.0
2021,10,1,3.0,33.1,23.0,93.0,61.0
2021,10,2,0.0,32.6,23.9,92.0,62.0
2021,10,3,0.0,33.5,24.5,92.0,67.0
2021,10,4,16.9,35.7,23.5,91.0,58.0
2021,10,5,1.6,33.7,21.4,91.0,68.0
2021,10,6,1.4,35.7,23.3,94.0,55.0
2021,10,7,1.5,34.3,23.5,87.0,67.0
2021,10,8,1.6,36.0,24.9,92.0,60.0
2021,10,9,0.0,36.0,23.5,88.0,53.0
2021,10,10,0.0,31.5,22.0,86.0,47.0
2021,10,11,3.3,35.2,25.6,86.0,56.0
2021,10,12,0.5,35.4,23.8,93.0,52.0
2021,10,13,0.0,36.7,23.9,84.0,42.0
2021,10,14,0.0,35.6,25.2,90.0,61.0
2021,10,15,0.0,37.0,24.0,88.0,41.0
2021,10,16,0.3,35.5,23.5,84.0,57.0
2021,10,17,0.0,35.8,23.5,84.0,48.0
2021,10,18,0.0,36.7,23.6,79.0,35.0
2021,10,19,0.2,35.0,26.5,75.0,57.0
2021,10,20,35.2,34.2,24.0,88.0,59.0
2021,10,21,3.5,34.5,25.3,90.0,58.0
2021,10,22,4.0,31.0,21.7,96.0,69.0
2021,10,23,0.0,32.5,23.5,90.0,75.0
2021,10,24,0.0,34.4,23.5,95.0,58.0
2021,10,25,0.0,34.0,25.0,89.0,57.0
2021,10,26,0.0,34.5,24.4,90.0,55.0
2021,10,27,0.0,35.3,24.3,84.0,52.0
2021,10,28,2.8,34.0,24.5,92.0,62.0
2021,10,29,0.0,33.4,22.5,87.0,58.0
2021,10,30,0.0,34.1,24.3,88.0,56.0
2021,10,31,0.0,36.9,25.0,81.0,34.0
2021,11,1,0.0,35.9,24.1,76.0,47.0
2021,11,2,0.0,36.2,23.7,88.0,46.0
2021,11,3,0.0,35.9,22.6,81.0,45.0
2021,11,4,0.0,36.0,23.7,80.0,46.0
2021,11,5,0.0,36.8,23.5,80.0,40.0
2021,11,6,0.0,36.5,25.0,72.0,41.0
2021,11,7,0.0,37.0,22.5,75.0,41.0
2021,11,8,0.0,36.8,24.5,80.0,42.0
2021,11,9,0.0,36.6,24.3,82.0,36.0
2021,11,10,0.0,35.6,22.4,67.0,29.0
2021,11,11,0.0,32.5,22.9,56.0,35.0
2021,11,12,0.0,31.9,23.5,40.0,29.0
2021,11,13,0.0,35.0,21.5,40.0,29.0
2021,11,14,0.0,35.4,22.0,43.0,31.0
2021,11,15,0.0,36.2,22.2,49.0,30.0
2021,11,16,0.0,35.7,22.4,50.0,31.0
2021,11,17,0.0,35.7,21.3,53.0,31.0
2021,11,18,0.0,36.0,20.4,70.0,29.0
2021,11,19,0.0,36.5,22.5,44.0,27.0
2021,11,20,0.0,36.0,21.5,41.0,29.0
2021,11,21,0.0,36.6,22.1,41.0,27.0
