Year,Month,Day,RR,TMAX,TMIN,UMAX,UMIN
2023,4,23,0.0,43.0,28.5,29.0,19.0
2023,4,24,0.0,43.5,27.0,29.0,19.0
2023,4,25,0.0,44.1,26.5,43.0,13.0
2023,4,26,0.0,42.5,28.0,59.0,13.0
2023,4,27,0.0,43.4,25.5,57.0,15.0
2023,4,28,0.0,43.5,26.0,27.0,12.0
2023,4,29,0.0,43.0,26.6,60.0,23.0
2023,4,30,0.0,41.5,28.4,59.0,31.0
2023,5,1,0.4,41.5,27.5,72.0,32.0
2023,5,2,0.0,42.0,27.1,64.0,29.0
2023,5,3,0.6,42.0,28.0,61.0,27.0
2023,5,4,0.0,42.1,27.5,63.0,32.0
2023,5,5,0.0,38.0,26.0,62.0,41.0
2023,5,6,0.0,43.0,27.5,69.0,27.0
2023,5,7,8.4,37.6,29.0,58.0,44.0
2023,5,8,18.8,30.0,22.3,91.0,61.0
2023,5,9,0.0,37.5,24.0,92.0,43.0
2023,5,10,0.0,41.5,27.0,64.0,24.0
2023,5,11,0.0,42.5,27.0,67.0,21.0
2023,5,12,0.0,41.1,27.1,66.0,29.0
2023,5,13,12.2,41.0,29.0,68.0,33.0
2023,5,14,0.4,34.6,23.5,92.0,56.0
2023,5,15,0.0,38.5,26.7,80.0,43.0
2023,5,16,0.0,39.5,27.3,77.0,41.0
2023,5,17,3.5,40.3,27.7,65.0,35.0
2023,5,18,0.0,37.1,24.5,84.0,35.0
2023,5,19,17.7,37.5,27.3,80.0,49.0
2023,5,20,6.4,37.1,24.0,88.0,50.0
2023,5,21,1.0,35.0,22.8,92.0,57.0
2023,5,22,1.5,38.2,26.0,74.0,47.0
2023,5,23,0.0,34.1,26.0,81.0,56.0
2023,5,24,19.4,35.895199999999996,26.1,87.0,34.0
2023,5,25,33.8,27.4,21.6,91.0,79.0
2023,5,26,0.0,37.7,29.1,93.0,37.0
2023,5,27,0.0,38.5,26.3,66.0,32.0
2023,5,28,0.0,39.5,26.0,76.0,27.0
2023,5,29,0.0,40.0,26.5,81.0,40.0
2023,5,30,0.0,40.0,29.2,76.0,35.0
2023,5,31,0.0,34.8,28.5,82.0,59.0
2023,6,1,0.0,38.0,25.5,86.0,45.0
2023,6,2,0.0,39.0,27.5,78.0,39.0
2023,6,3,0.0,36.6,28.0,77.0,48.0
2023,6,4,7.3,38.4,27.0,70.0,43.0
2023,6,5,1.4,36.0,22.8,93.0,45.0
2023,6,6,0.0,37.6,24.5,88.0,49.0
2023,6,7,0.0,39.0,26.9,79.0,39.0
2023,6,8,0.0,38.2,27.2,87.0,47.0
2023,6,9,0.0,39.5,27.3,80.0,42.0
2023,6,10,0.0,37.1,28.0,71.0,43.0
2023,6,11,5.1,37.0,23.9,84.0,51.0
2023,6,12,25.0,34.5,24.5,84.0,56.0
2023,6,13,0.0,36.5,22.5,92.0,62.0
2023,6,14,0.0,34.8,26.5,92.0,58.0
2023,6,15,4.5,35.0,26.5,80.0,60.0
2023,6,16,8.0,35.0,28.0,92.0,54.0
2023,6,17,3.0524952015355087,31.0,23.6,93.0,57.0
2023,6,18,0.0,35.0,24.2,89.0,57.0
2023,6,19,0.0,37.2,26.2,88.0,46.0
2023,6,20,0.0,32.7,27.0,75.0,50.0
2023,6,21,0.0,36.3,26.4,75.0,50.0
2023,6,22,19.9,36.0,26.5,81.0,47.0
2023,6,23,4.7,29.0,21.6,96.0,68.0
2023,6,24,0.0,35.2,24.8,91.0,53.0
2023,6,25,0.0,33.5,25.5,87.0,68.0
2023,6,26,0.0,33.5,24.0,92.0,56.0
2023,6,27,4.4,34.0,26.5,82.0,55.0
2023,6,28,3.0524952015355087,33.0,24.6,92.0,54.0
2023,6,29,27.7,35.0,25.0,87.0,55.0
2023,6,30,4.5,28.6,21.4,96.0,72.0
2023,7,1,21.7,34.0,23.0,94.0,61.0
2023,7,2,3.0524952015355087,33.5,23.0,96.0,59.0
2023,7,3,3.0524952015355087,33.0,25.0,92.0,65.0
2023,7,4,3.0524952015355087,34.5,25.5,88.0,49.0
2023,7,5,7.2,36.4,23.5,81.0,47.0
2023,7,6,0.4,34.0,23.2,91.0,54.0
2023,7,7,1.7,35.7,25.5,90.0,47.0
2023,7,8,3.0524952015355087,31.0,23.4,90.0,65.0
2023,7,9,3.0524952015355087,35.6,24.5,88.0,52.0
2023,7,10,7.0,35.5,26.0,85.0,50.0
2023,7,11,3.0524952015355087,31.6,23.0,92.0,63.0
2023,7,12,3.0524952015355087,36.5,24.5,93.0,51.0
2023,7,13,21.0,36.0,23.5,87.0,49.0
2023,7,14,3.0524952015355087,34.5,23.0,92.0,57.0
2023,7,15,28.0,34.9,24.0,84.0,53.0
2023,7,16,1.9,34.0,23.5,84.0,56.0
2023,7,17,3.0524952015355087,33.5,23.5,91.0,58.0
2023,7,18,3.0524952015355087,35.2,25.4,90.0,53.0
2023,7,19,3.0524952015355087,35.0,25.7,84.0,60.0
2023,7,20,3.0524952015355087,36.5,24.0,88.0,49.0
2023,7,21,3.0524952015355087,36.8,25.5,79.0,48.0
2023,7,22,16.4,35.6,26.5,85.0,43.0
2023,7,23,3.0524952015355087,33.5,21.1,93.0,57.0
2023,7,24,3.0,35.4,24.9,88.0,63.0
2023,7,25,24.2,32.0,25.0,92.0,78.0
2023,7,26,3.0524952015355087,35.5,23.5,93.0,58.0
2023,7,27,9.0,36.0,25.5,92.0,55.0
2023,7,28,4.6,28.0,22.0,96.0,78.0
2023,7,29,0.2,31.8,24.5,91.0,66.0
2023,7,30,12.0,31.5,24.0,94.0,69.0
2023,7,31,3.0524952015355087,34.5,24.7,84.0,56.0
2023,8,1,38.8,34.0,24.4,84.0,58.0
2023,8,2,16.3,28.0,21.8,94.0,77.0
2023,8,3,3.0524952015355087,30.6,23.1,91.0,74.0
2023,8,4,3.0524952015355087,35.5,24.0,93.0,54.0
2023,8,5,3.0524952015355087,34.7,27.0,87.0,63.0
2023,8,6,5.0,29.0,22.4,91.0,78.0
2023,8,7,3.0524952015355087,33.0,23.0,92.0,54.0
2023,8,8,3.0524952015355087,35.0,24.5,84.0,58.0
2023,8,9,3.0524952015355087,35.0,25.5,92.0,52.0
2023,8,10,21.7,30.2,23.0,90.0,71.0
2023,8,11,7.2,31.5,23.0,92.0,67.0
2023,8,12,9.4,32.0,24.5,95.0,69.0
2023,8,13,5.2,26.5,22.5,93.0,86.0
2023,8,14,0.7,33.0,23.7,96.0,60.0
2023,8,15,2.5,32.0,23.6,92.0,66.0
2023,8,16,3.0524952015355087,30.3,24.5,86.0,72.0
2023,8,17,3.0524952015355087,33.2,25.0,92.0,56.0
2023,8,18,4.6,34.0,25.0,85.0,59.0
2023,8,19,0.1,32.5,23.5,91.0,65.0
2023,8,20,3.0524952015355087,33.1,24.5,92.0,62.0
2023,8,21,0.3,33.5,25.0,92.0,57.0
2023,8,22,30.2,34.0,24.0,92.0,60.0
2023,8,23,12.0,33.5,23.5,95.0,64.0
2023,8,24,3.0524952015355087,31.5,21.5,92.0,68.0
2023,8,25,3.0524952015355087,35.0,24.5,87.0,58.0
2023,8,26,3.0524952015355087,34.5,27.5,82.0,55.0
2023,8,27,1.9,27.5,23.1,83.0,79.0
2023,8,28,8.1,34.5,23.0,96.0,68.0
2023,8,29,17.2,27.8,23.5,94.0,85.0
2023,8,30,3.0524952015355087,33.0,23.5,96.0,63.0
2023,8,31,18.8,31.0,21.7,91.0,73.0
2023,9,1,0.8,33.9,24.0,88.0,58.0
2023,9,2,0.2,33.6,25.1,93.0,56.0
2023,9,3,0.3,29.5,22.5,95.0,70.0
2023,9,4,1.1,31.0,24.0,89.0,67.0
2023,9,5,10.0,34.5,24.0,92.0,56.0
2023,9,6,35.0,33.6,23.0,96.0,60.0
2023,9,7,1.1,34.0,23.0,95.0,62.0
2023,9,8,24.6,35.0,24.0,92.0,59.0
2023,9,9,9.7,29.0,21.9,92.0,73.0
2023,9,10,30.7,33.0,21.5,95.0,64.0
2023,9,11,0.0,31.0,22.7,95.0,64.0
2023,9,12,0.0,36.0,25.0,92.0,50.0
2023,9,13,3.7,31.0,23.0,90.0,70.0
2023,9,14,0.0,32.7,22.5,88.0,49.0
2023,9,15,15.0,35.0,24.0,95.0,55.0
2023,9,16,0.0,33.0,23.1,95.0,65.0
2023,9,17,15.2,34.5,23.3,96.0,67.0
2023,9,18,0.0,31.0,22.0,94.0,72.0
2023,9,19,0.0,35.0,24.0,92.0,59.0
2023,9,20,0.0,35.5,24.0,89.0,55.0
2023,9,21,1.7,35.5,25.0,81.0,54.0
2023,9,22,0.0,32.0,25.5,90.0,69.0
2023,9,23,18.1,34.0,23.5,94.0,64.0
2023,9,24,0.0,34.1,22.5,87.0,61.0
2023,9,25,0.5,34.0,28.5,93.0,62.0
2023,9,26,0.0,35.0,23.2,86.0,57.0
2023,9,27,0.0,36.5,25.0,91.0,53.0
2023,9,28,31.7,37.5,23.5,90.0,51.0
2023,9,29,0.0,37.5,22.1,94.0,57.0
2023,9,30,0.0,33.6,23.5,86.0,51.0
2023,10,1,2.5,34.5,23.7,80.0,55.0
2023,10,2,0.3,34.6,25.5,87.0,63.0
2023,10,3,3.0524952015355087,35.5,23.5,88.0,61.0
2023,10,4,3.0524952015355087,36.0,28.5,90.0,43.0
2023,10,5,3.0524952015355087,34.6,24.5,87.0,58.0
2023,10,6,3.0524952015355087,35.5,26.0,88.0,56.0
2023,10,7,5.6,36.5,26.0,82.0,49.0
2023,10,8,4.7,36.0,23.5,88.0,60.0
2023,10,9,3.0524952015355087,34.9,23.8,84.0,57.0
2023,10,10,3.0524952015355087,36.2,26.0,84.0,53.0
2023,10,11,20.7,35.0,24.3,88.0,46.0
2023,10,12,3.0524952015355087,34.2,23.8,91.0,64.0
2023,10,13,3.0524952015355087,33.9,24.4,84.0,62.0
2023,10,14,3.0524952015355087,37.0,24.0,89.0,45.0
2023,10,15,3.0524952015355087,38.0,24.6,77.0,35.0
2023,10,16,3.0524952015355087,35.6,23.0,88.0,53.0
2023,10,17,3.5,31.0,24.0,84.0,55.0
2023,10,18,3.0524952015355087,36.0,24.0,89.0,46.0
2023,10,19,3.0524952015355087,35.0,24.5,88.0,56.0
2023,10,20,1.2,37.2,24.0,89.0,40.0
2023,10,21,3.0524952015355087,36.1,24.0,87.0,53.0
2023,10,22,0.8,35.5,23.5,80.0,56.0
2023,10,23,3.0524952015355087,37.0,23.7,82.0,51.0
2023,10,24,3.0524952015355087,36.5,24.0,76.0,41.0
2023,10,25,3.0524952015355087,36.1,23.8,80.0,37.0
2023,10,26,3.0524952015355087,37.0,23.3,90.0,33.0
2023,10,27,3.0524952015355087,36.0,22.7,79.0,34.0
2023,10,28,3.0524952015355087,35.5,24.4,89.0,53.0
2023,10,29,0.7,29.5,25.5,84.0,69.0
2023,10,30,3.0524952015355087,37.5,22.5,84.0,36.0
2023,10,31,3.0524952015355087,38.6,24.0,74.0,30.0
2023,11,1,0.0,37.0,23.0,65.0,40.0
2023,11,2,0.0,37.5,24.5,77.0,30.0
2023,11,3,0.0,38.0,22.0,71.0,25.0
2023,11,4,0.0,37.7,21.6,64.0,31.0
2023,11,5,0.0,37.5,23.4,76.0,39.0
2023,11,6,0.0,38.0,23.9,76.0,38.0
2023,11,7,0.0,39.0,25.7,81.0,34.0
2023,11,8,0.0,37.0,24.0,58.0,27.0
2023,11,9,0.0,36.0,24.0,72.0,29.0
2023,11,10,0.0,36.0,22.7,57.0,28.0
2023,11,11,0.0,36.5,22.5,53.0,31.0
2023,11,12,0.0,38.0,21.5,61.0,25.0
2023,11,13,0.0,38.5,21.0,42.0,24.0
2023,11,14,0.0,38.0,20.5,54.0,21.0
2023,11,15,0.0,37.5,20.0,61.0,22.0
2023,11,16,0.0,37.5,20.5,47.0,23.0
2023,11,17,0.0,37.5,21.0,52.0,32.0
2023,11,18,0.0,36.5,23.6,70.0,34.0
2023,11,19,0.0,38.0,25.0,58.0,25.0
2023,11,20,0.0,37.7,24.5,52.0,22.0
2023,11,21,0.0,37.0,23.4,36.0,16.0
2023,11,22,0.0,36.5,22.5,30.0,21.0
2023,11,23,0.0,36.0,21.7,37.0,25.0
2023,11,24,0.0,36.5,20.2,41.0,21.0
2023,11,25,0.0,34.5,19.0,52.0,28.0
2023,11,26,0.0,35.0,20.2,59.0,33.0
2023,11,27,0.0,35.5,21.5,61.0,34.0
2023,11,28,0.0,36.6,23.0,38.0,27.0
2023,11,29,0.0,35.2,24.0,41.0,24.0
2023,11,30,0.0,36.2,22.0,53.0,26.0
2023,12,1,0.0,38.0,23.5,39.0,24.0
2023,12,2,0.0,35.5,24.5,40.0,23.0
2023,12,3,0.0,37.1,22.5,36.0,18.0
2023,12,4,0.0,37.0,23.7,32.0,20.0
2023,12,5,0.0,36.1,23.3,44.0,23.0
2023,12,6,0.0,36.9,20.8,34.0,23.0
2023,12,7,0.0,36.2,19.7,53.0,25.0
2023,12,8,0.0,35.5,19.7,53.0,22.0
2023,12,9,0.0,35.5,21.5,35.0,21.0
2023,12,10,0.0,35.8,21.0,29.0,19.0
2023,12,11,0.0,35.0,20.8,37.0,21.0
2023,12,12,0.0,34.6,19.5,48.0,24.0
2023,12,13,0.0,33.5,19.5,59.0,27.0
2023,12,14,0.0,33.5,16.5,58.0,26.0
2023,12,15,0.0,33.8,19.0,49.0,24.0
2023,12,16,0.0,32.2,21.0,34.0,25.0
2023,12,17,0.0,30.0,21.5,32.0,26.0
2023,12,18,0.0,30.7,21.0,29.0,22.0
2023,12,19,0.0,28.6,17.0,58.0,24.0
2023,12,20,0.0,28.0,15.5,33.0,26.0
2023,12,21,0.0,28.5,16.5,33.0,22.0
2023,12,22,0.0,31.0,16.5,42.0,24.0
2023,12,23,0.0,33.5,16.5,53.0,23.0
2023,12,24,0.0,34.5,21.5,46.0,27.0
2023,12,25,0.0,35.5,21.0,46.0,23.0
2023,12,26,0.0,35.5,18.5,41.0,24.0
2023,12,27,0.0,35.5,15.5,54.0,22.0
2023,12,28,0.0,35.5,16.5,53.0,22.0
2023,12,29,0.0,34.6,18.0,46.0,22.0
2023,12,30,0.0,35.0,16.5,53.0,23.0
2023,12,31,0.0,36.0,17.0,53.0,25.0
2024,1,1,3.0524952015355087,36.0,17.5,51.0,21.0
2024,1,2,3.0524952015355087,36.6,17.9,52.0,22.0
2024,1,3,3.0524952015355087,36.5,18.9,40.0,19.0
2024,1,4,3.0524952015355087,36.6,17.2,46.0,22.0
2024,1,5,3.0524952015355087,36.0,19.0,45.0,23.0
2024,1,6,3.0524952015355087,35.0,23.0,37.0,21.0
2024,1,7,3.0524952015355087,36.7,21.7,34.0,24.0
2024,1,8,3.0524952015355087,37.0,20.0,43.0,20.0
2024,1,9,3.0524952015355087,37.0,20.5,41.0,20.0
2024,1,10,3.0524952015355087,37.5,19.0,51.0,26.0
2024,1,11,3.0524952015355087,38.5,21.0,51.0,23.0
2024,1,12,3.0524952015355087,38.5,23.5,36.0,21.0
2024,1,13,3.0524952015355087,37.5,22.5,34.0,19.0
2024,1,14,3.0524952015355087,36.6,22.0,31.0,21.0
2024,1,15,3.0524952015355087,37.0,19.2,54.0,19.0
2024,1,16,3.0524952015355087,37.1,19.5,41.0,21.0
2024,1,17,3.0524952015355087,37.0,19.5,42.0,21.0
2024,1,18,3.0524952015355087,35.5,18.2,41.0,16.0
2024,1,19,3.0524952015355087,37.0,17.2,44.0,18.0
2024,1,20,3.0524952015355087,37.6,18.5,52.0,19.0
2024,1,21,3.0524952015355087,37.5,19.2,45.0,15.0
2024,1,22,3.0524952015355087,37.0,22.0,30.0,18.0
2024,1,23,3.0524952015355087,35.5,21.0,37.0,20.0
2024,1,24,3.0524952015355087,35.5,20.0,30.0,19.0
2024,1,25,3.0524952015355087,36.0,20.0,40.0,17.0
2024,1,26,3.0524952015355087,34.5,21.0,43.0,22.0
2024,1,27,3.0524952015355087,33.5,19.5,40.0,24.0
2024,1,28,3.0524952015355087,33.4,20.0,44.0,22.0
2024,1,29,3.0524952015355087,35.0,19.5,37.0,18.0
2024,1,30,3.0524952015355087,35.0,20.0,35.0,20.0
2024,1,31,3.0524952015355087,35.0,22.6,29.0,18.0
